StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,Q26_Browser,Q26_Version,Q26_Operating System,Q26_Resolution,QID54_First Click,QID54_Last Click,QID54_Page Submit,QID54_Click Count,real_imaginary,initials_box,describe,feelings_youalone,feelings_bothyoufirst,feelings_themalone,feelings_boththemfirst,feelings_neither,feelings_youaloneforgiven,feelings_DO_1,feelings_DO_2,feelings_DO_3,feelings_DO_4,feelings_DO_5,feelings_DO_6,feelings_exp,outcome_binary1,outcome_binary1_DO_1,outcome_binary1_DO_2,outcome_binary2,outcome_binary2_DO_1,outcome_binary2_DO_2,blame_1,attention_1,attention_1_TEXT,attention_2,attention_2_TEXT,attention_3,attention_3_TEXT,target_sex,target_sex_3_TEXT,sex,sex_3_TEXT,age,comments,mainControl,passedattn,lottery_draw,winner,initials,initiator_type,InitiatorType-binarychoice_DO_outcome_binary2,InitiatorType-binarychoice_DO_outcome_binary1,InitiatorType-binarychoice_DO_Q30,sentiment_score,sentiment_category,Tokens,LogProbs,Emotion_Score,Labels
2021-01-27 12:12:47,2021-01-27 12:17:21,IP Address,116.68.200.230,100,273,True,2021-01-27 12:17:22,R_12otYqdSDsG4eL6,,,,,23.7460021972656,90.3819885253906,anonymous,EN,AGREE,Chrome,88.0.4324.104,Windows NT 10.0,1280x720,37.132,37.132,38.366,1.0,I am imagining myself in a fictional situation where this is true (I can't think of one from my own life),STX,"Not meeting deadlines, always showing up late, not participating, etc.",-30.0,0.0,10.0,30.0,-15.0,-30.0,3.0,5.0,4.0,1.0,2.0,6.0,,"I apologize first, then ${e://Field/initials} apologizes.",1.0,2.0,Neither I nor ${e://Field/initials} apologizes.,2.0,1.0,15.0,,,,,,banana,Female,,Female,,20.0,,showConsentOn showAttnOn,yes,5,0,STX,conditional,3.0,2.0,1.0,0.0,Neutral,,-0.0017066054,0.9982948500229337,Negative
2021-01-27 12:12:36,2021-01-27 12:17:22,IP Address,24.118.47.227,100,285,True,2021-01-27 12:17:22,R_10DwSyWiQFkUfmC,,,,,45.0139007568359,-93.1545028686523,anonymous,EN,AGREE,Chrome,88.0.4324.104,Windows NT 10.0,1536x864,28.961,28.961,31.066,1.0,I am imagining myself in a fictional situation where this is true (I can't think of one from my own life),JK,JK and I had a conflict on what need to done for a certain project,-9.0,21.0,-20.0,22.0,-9.0,-19.0,3.0,2.0,1.0,4.0,5.0,6.0,,Neither I nor ${e://Field/initials} apologizes.,2.0,1.0,Neither I nor ${e://Field/initials} apologizes.,2.0,1.0,40.0,4.0,,3.0,,5.0,banana,Male,,Female,,27.0,,showConsentOn showAttnOn,yes,20,0,JK,never,2.0,3.0,1.0,0.347,Positive,,-0.12228223,0.884898588327972,Neutral
2021-01-27 12:12:43,2021-01-27 12:17:25,IP Address,71.89.52.164,100,281,True,2021-01-27 12:17:25,R_OKg5nrDTv3nxWy5,,,,,44.9656066894531,-89.7065963745117,anonymous,EN,AGREE,Chrome,88.0.4324.104,Windows NT 10.0,1920x1080,22.941,38.06,43.983,6.0,I have thought of a real argument/conflict from my life where this is true,STX,"I send information that STX is supposed to verify. STX is supposed to let me know if I made any errors within a certain timeframe. I made an error in the information and STX did not tell me about this error like they were supposed to. So, it was my fault for the initial error but also STX's fault for not verifying like they were supposed to. ",-30.0,-9.0,-24.0,30.0,-24.0,0.0,1.0,2.0,5.0,3.0,4.0,6.0,,"I apologize first, then ${e://Field/initials} apologizes.",1.0,2.0,"I apologize first, but ${e://Field/initials} does not apologize after that.",1.0,2.0,39.0,,,,,,banana,Male,,Female,,25.0,,showConsentOn showAttnOn,yes,1,1,STX,always,2.0,3.0,1.0,-0.6249,Negative,,-0.5461763,0.5791601164510852,Negative
2021-01-27 12:12:35,2021-01-27 12:17:31,IP Address,128.135.215.145,100,296,True,2021-01-27 12:17:32,R_77KaqUoB8OLZETT,,,,,41.9555053710937,-87.6613006591796,anonymous,EN,AGREE,Chrome,88.0.4324.104,Windows NT 10.0,1280x720,14.649,14.649,15.624,1.0,I have thought of a real argument/conflict from my life where this is true,JP,My team missed a deadline with an important stakeholder because of an unclear expectation.,-10.0,20.0,-10.0,20.0,-5.0,-30.0,5.0,4.0,3.0,1.0,2.0,6.0,,"I apologize first, then ${e://Field/initials} apologizes.",2.0,1.0,"I apologize first, but ${e://Field/initials} does not apologize after that.",1.0,2.0,50.0,,,,,,Banana,Female,,Female,,48.0,,showConsentOn showAttnOn,yes,3,0,JP,always,2.0,3.0,1.0,-0.34,Negative,,-0.053998545,0.9474334850165161,Negative
2021-01-27 12:12:48,2021-01-27 12:17:37,IP Address,24.148.80.107,100,288,True,2021-01-27 12:17:37,R_BzjjEa5gf8TqZtn,,,,,41.990493774414,-87.6679000854492,anonymous,EN,AGREE,Chrome,88.0.4324.104,Windows NT 10.0,1920x1080,24.092,27.605,29.654,3.0,I have thought of a real argument/conflict from my life where this is true,SP,"I posted a tweet on the official organization account at a clean energy nonprofit advocating for fighting climate change. My supervisor found it to be too polarizing and removed the tweet, then we had a heated conversation about the incident. ",-25.0,8.0,20.0,15.0,-10.0,5.0,4.0,3.0,5.0,2.0,1.0,6.0,,"I apologize first, then ${e://Field/initials} apologizes.",2.0,1.0,Neither I nor ${e://Field/initials} apologizes.,1.0,2.0,30.0,,,,,,banana,Female,,Male,,33.0,,showConsentOn showAttnOn,yes,45,0,SP,conditional,2.0,3.0,1.0,0.3182,Positive,,-0.6275522,0.533897076091841,Negative
2021-01-27 12:12:48,2021-01-27 12:17:44,IP Address,73.162.188.129,100,296,True,2021-01-27 12:17:44,R_273xTAn2WljgUWL,,,,,37.3526000976562,-121.9541015625,anonymous,EN,AGREE,Firefox,84,Windows NT 10.0,1536x864,2.019,45.737,46.452,16.0,I have thought of a real argument/conflict from my life where this is true,STX,Disagreement on external relationship management,-20.0,8.0,-5.0,13.0,4.0,6.0,1.0,5.0,3.0,4.0,2.0,6.0,,Neither I nor ${e://Field/initials} apologizes.,2.0,1.0,Neither I nor ${e://Field/initials} apologizes.,1.0,2.0,26.0,,,,,,banana,Male,,Female,,28.0,,showConsentOn showAttnOn,yes,30,0,STX,never,2.0,3.0,1.0,-0.3612,Negative,,-0.0018096525,0.998191983933811,Neutral
2021-01-27 12:12:45,2021-01-27 12:17:46,IP Address,50.237.5.2,100,300,True,2021-01-27 12:17:46,R_1JIQqdbwA1pNry2,,,,,41.888198852539,-87.6164016723632,anonymous,EN,AGREE,Chrome,87.0.4280.141,Windows NT 10.0,1280x720,7.364,33.927,36.835,3.0,I have thought of a real argument/conflict from my life where this is true,DC,"Work conflict -- he was my direct supervisor and always made unreasonable asks of the team and treated people poorly (e.g. yelling at them). There was one incident in particular where I had not thought critically enough about a workstream that I was on, and he blew up at me. ",-30.0,12.0,-8.0,22.0,-20.0,-30.0,1.0,3.0,5.0,2.0,4.0,6.0,,"I apologize first, then ${e://Field/initials} apologizes.",1.0,2.0,Neither I nor ${e://Field/initials} apologizes.,2.0,1.0,30.0,,,,,,banana,Male,,Female,,25.0,,showConsentOn showAttnOn,yes,10,0,DC,conditional,2.0,3.0,1.0,-0.3182,Negative,,-0.0062867445,0.9937329757312113,Negative
2021-01-27 12:12:37,2021-01-27 12:17:52,IP Address,73.110.216.130,100,314,True,2021-01-27 12:17:52,R_SOgj4BCERGRfTnH,,,,,41.9703979492187,-87.7035980224609,anonymous,EN,AGREE,Chrome,87.0.4280.141,Macintosh,1920x1080,52.147,52.147,53.813,1.0,I have thought of a real argument/conflict from my life where this is true,RA,Deciding on the number of workforce to allocate on a project,-8.0,10.0,-10.0,8.0,0.0,-8.0,4.0,5.0,1.0,2.0,3.0,6.0,,Neither I nor ${e://Field/initials} apologizes.,2.0,1.0,Neither I nor ${e://Field/initials} apologizes.,1.0,2.0,42.0,,,,,,banana,Male,,Male,,34.0,,showConsentOn showAttnOn,yes,9,0,RA,never,3.0,2.0,1.0,0.0772,Positive,,-7.266944e-05,0.9999273332003598,Neutral
2021-01-27 12:13:34,2021-01-27 12:17:57,IP Address,24.15.204.115,100,262,True,2021-01-27 12:17:58,R_3EZulh7dYfh7e5v,,,,,41.8972015380859,-87.6195983886718,anonymous,EN,AGREE,Chrome,88.0.4324.104,Windows NT 10.0,1920x1080,0.149,33.742,38.075,2.0,I have thought of a real argument/conflict from my life where this is true,wx,arguing with the ex-girl friend on some non-sense issues ,-20.0,10.0,-10.0,20.0,-30.0,-20.0,1.0,2.0,5.0,4.0,3.0,6.0,,"I apologize first, then ${e://Field/initials} apologizes.",1.0,2.0,"I apologize first, but ${e://Field/initials} does not apologize after that.",1.0,2.0,40.0,5.0,,3.0,,5.0,banana,Female,,Male,,29.0,,showConsentOn showAttnOn,yes,15,0,wx,always,3.0,2.0,1.0,0.0516,Positive,,-0.0021196886,0.9978825563533996,Negative
2021-01-27 12:12:46,2021-01-27 12:17:56,IP Address,73.51.84.108,100,309,True,2021-01-27 12:17:58,R_ZES96x08QlcbdHb,,,,,41.9024963378906,-87.6725997924804,anonymous,EN,AGREE,Chrome,87.0.4280.141,Windows NT 10.0,1920x1080,24.097,24.097,27.875,1.0,I have thought of a real argument/conflict from my life where this is true,ml,Disagreement about who would take responsibility for training and developing a new hire,-30.0,-30.0,8.0,3.0,-10.0,-30.0,1.0,4.0,3.0,2.0,5.0,6.0,"While I did contribute to the situation, I felt that it wasn't my responsibility to have taken on (as a peer to the new person) and it should have been the managers responsibility (who hired). Leading up to the hiring, it was said the manager would be leading the new hire, but then subsequently did not take accountability. ","I apologize first, then ${e://Field/initials} apologizes.",2.0,1.0,Neither I nor ${e://Field/initials} apologizes.,2.0,1.0,31.0,,,,,,banana,Female,,Female,,29.0,,showConsentOn showAttnOn,yes,41,0,ml,conditional,3.0,2.0,1.0,-0.3612,Negative,,-0.018989295,0.9811898658240992,Neutral
2021-01-27 12:12:51,2021-01-27 12:18:01,IP Address,50.237.5.2,100,310,True,2021-01-27 12:18:01,R_a3kWV0bdhtavauZ,,,,,41.888198852539,-87.6164016723632,anonymous,EN,AGREE,Chrome,87.0.4280.141,Windows NT 10.0,1504x1003,22.028,38.193,39.067,5.0,I have thought of a real argument/conflict from my life where this is true,MD,"I was managing someone who was older and more educated than me (they were in their 40s and had a PhD, and I was in my 20's and did not). They were being generally very hostile in the workplace (towards many people), and they were letting small frustrations lead to strong, negative emotional reactions. While their negative emotional state was partly due to external factors, they were also frustrated by what they saw was me not being qualified to be managing them or telling them what to do. ",-30.0,20.0,-15.0,25.0,-20.0,-20.0,1.0,4.0,5.0,2.0,3.0,6.0,,"I apologize first, then ${e://Field/initials} apologizes.",1.0,2.0,Neither I nor ${e://Field/initials} apologizes.,1.0,2.0,35.0,,,,,,banana,Female,,Male,,29.0,,showConsentOn showAttnOn,yes,22,0,MD,conditional,2.0,3.0,1.0,-0.9041,Negative,,-0.029194336,0.9712277016188687,Negative
2021-01-27 12:12:38,2021-01-27 12:18:01,IP Address,82.17.53.232,100,323,True,2021-01-27 12:18:02,R_Wed63N1m4iQgk6J,,,,,50.7241058349609,-1.78909301757812,anonymous,EN,AGREE,Chrome,88.0.4324.96,Macintosh,1440x900,32.2,32.2,34.478,1.0,I have thought of a real argument/conflict from my life where this is true,GL,I applied for an internal job without telling my manager because he made life difficult for a previous subordinate who did the same. I was told the process was confidential so decided not to tell him unless I got past the first stage of the application. He was told/found out and was angry. ,-10.0,10.0,-10.0,1.0,-21.0,-5.0,2.0,4.0,5.0,3.0,1.0,6.0,,"I apologize first, then ${e://Field/initials} apologizes.",2.0,1.0,"I apologize first, but ${e://Field/initials} does not apologize after that.",2.0,1.0,50.0,,,,,,banana,Male,,Female,,32.0,,showConsentOn showAttnOn,yes,1,1,GL,always,2.0,3.0,1.0,-0.7003,Negative,,-0.06851505,0.933779406617701,Negative
2021-01-27 12:12:38,2021-01-27 12:18:09,IP Address,108.12.231.18,100,331,True,2021-01-27 12:18:10,R_32L94V1ABVjNneH,,,,,41.8307037353515,-71.3982009887695,anonymous,EN,AGREE,Safari,13.1.2,Macintosh,1440x900,20.065,20.065,21.052,1.0,I have thought of a real argument/conflict from my life where this is true,MG,"She changed the direction of my research without discussing with me, without even realizing that she has changed it and that I have done work in the original direction.",-30.0,-24.0,30.0,15.0,-19.0,-24.0,4.0,5.0,3.0,1.0,2.0,6.0,,Neither I nor ${e://Field/initials} apologizes.,1.0,2.0,Neither I nor ${e://Field/initials} apologizes.,1.0,2.0,9.0,,,,,,banana,Female,,Female,,25.0,,showConsentOn showAttnOn,yes,38,0,MG,never,3.0,2.0,1.0,0.3182,Positive,,-0.001638408,0.9983629334576689,Negative
2021-01-27 12:13:06,2021-01-27 12:18:19,IP Address,172.114.141.25,100,312,True,2021-01-27 12:18:20,R_1FnUWdIjDGzgQDj,,,,,33.889892578125,-118.400802612304,anonymous,EN,AGREE,Chrome,87.0.4280.141,Macintosh,2560x1440,36.187,36.187,37.349,1.0,I have thought of a real argument/conflict from my life where this is true,STX,Miscommunication about having to attend (vs. not attend) a workplace outing.,-30.0,25.0,-30.0,30.0,-25.0,-30.0,4.0,1.0,2.0,3.0,5.0,6.0,"As long as we both apologize, it's great (and a few points slightly better if they apologize first, for selfish reasons).  It's worse if merely one party apologies than if neither party apologies. I have no idea why I feel that way, but it's interesting!","I apologize first, then ${e://Field/initials} apologizes.",2.0,1.0,Neither I nor ${e://Field/initials} apologizes.,1.0,2.0,10.0,,,,,,banana,Male,,Male,,34.0,,showConsentOn showAttnOn,yes,12,0,STX,conditional,3.0,2.0,1.0,0.0,Neutral,,-0.08323864,0.9201315408268291,Neutral
2021-01-27 12:12:42,2021-01-27 12:18:35,IP Address,50.237.5.2,100,352,True,2021-01-27 12:18:35,R_1OOE61GORoVMF3d,,,,,41.888198852539,-87.6164016723632,anonymous,EN,AGREE,Chrome,87.0.4280.141,Macintosh,1280x800,39.915,41.224,42.012,2.0,I have thought of a real argument/conflict from my life where this is true,MP,My colleague and I disagreed on the degrees of prioritization in implementing a project.,-13.0,12.0,-23.0,21.0,-30.0,-7.0,4.0,1.0,3.0,2.0,5.0,6.0,"I always feel worse when I am still harboring negative feelings versus the other person still harboring negative feelings. When the other person apologizes first, as long as it's sincere, I feel like they understand my viewpoint.","I apologize first, then ${e://Field/initials} apologizes.",2.0,1.0,"I apologize first, but ${e://Field/initials} does not apologize after that.",1.0,2.0,54.0,,,,,,banana,Female,,Female,,29.0,,showConsentOn showAttnOn,yes,27,0,MP,always,3.0,2.0,1.0,-0.3182,Negative,,-0.00020640128,0.9997936200192787,Neutral
2021-01-27 12:12:38,2021-01-27 12:18:42,IP Address,69.245.178.136,100,363,True,2021-01-27 12:18:42,R_3CHIMCYzzRNDJhL,,,,,41.8919982910156,-87.6416015625,anonymous,EN,AGREE,Chrome,87.0.4280.67,Macintosh,1440x900,40.286,40.286,42.922,1.0,I have thought of a real argument/conflict from my life where this is true,DB,"After completing AP for the company, I mailed a check to a destination when I wasn't supposed to. DB was extremely upset because she was in charge of making sure that check got to where it needed to go. Nobody told me to treat that check any differently than the others, so I didn't give it to her to handle. ",-30.0,4.0,-27.0,17.0,-23.0,-30.0,2.0,3.0,5.0,1.0,4.0,6.0,,"I apologize first, then ${e://Field/initials} apologizes.",1.0,2.0,Neither I nor ${e://Field/initials} apologizes.,1.0,2.0,45.0,,,,,,banana,Female,,Female,,28.0,,showConsentOn showAttnOn,yes,47,0,DB,conditional,3.0,2.0,1.0,0.2748,Positive,,-0.3262734,0.721607872867602,Negative
2021-01-27 12:12:40,2021-01-27 12:18:54,IP Address,137.83.250.144,100,373,True,2021-01-27 12:18:54,R_3ETfgmPWW135fiC,,,,,39.048095703125,-77.472801208496,anonymous,EN,AGREE,Chrome,88.0.4324.104,Windows NT 6.3,1920x1080,42.372,42.372,43.305,1.0,I have thought of a real argument/conflict from my life where this is true,MS,Disagreement on strategy and direction with a certain customer.,-20.0,-10.0,-30.0,-20.0,-10.0,-30.0,1.0,2.0,4.0,5.0,3.0,6.0,I'd want to apologize first but it would still pain me to know I wasn't at majority of fault to apologize first.,"I apologize first, then ${e://Field/initials} apologizes.",2.0,1.0,Neither I nor ${e://Field/initials} apologizes.,2.0,1.0,40.0,,,,,,banana,Male,,Male,,30.0,"I will always look internally for what I could have done better, but I also expect that out of others. Granted, if MS is to apologize and truly reflect I would be much more satisfied and believe it would strengthen our relationship. I tend to lean into conflict as I see it as an opportunity to strengthen the relationship rather than deteriorate it.",showConsentOn showAttnOn,yes,39,0,MS,conditional,2.0,3.0,1.0,-0.1027,Negative,,-0.22463731,0.7988058851331321,Neutral
2021-01-27 12:13:41,2021-01-27 12:19:05,IP Address,165.225.208.244,100,323,True,2021-01-27 12:19:05,R_1Cfpswb0QXwsb0G,,,,,43.642593383789,-79.4001998901367,anonymous,EN,AGREE,Edge,18.18363,Windows NT 10.0,1920x1200,49.624,49.624,52.438,1.0,I have thought of a real argument/conflict from my life where this is true,MD,"We were wrong in some of our phone testing, but the building was also experiencing a lot of user error and not admitting it",9.0,30.0,-21.0,30.0,-2.0,-7.0,3.0,1.0,5.0,4.0,2.0,6.0,,"I apologize first, then ${e://Field/initials} apologizes.",2.0,1.0,"I apologize first, but ${e://Field/initials} does not apologize after that.",2.0,1.0,51.0,,,,,,banana,Female,,Male,,28.0,,showConsentOn showAttnOn,yes,40,0,MD,always,2.0,3.0,1.0,-0.6808,Negative,,-0.12043617,0.8865336729837751,Negative
